GenomeID;Contigs
2257489923;CP098655
2257489923;CP098656
2257489923;CP098657
2257489923;CP098658
2257489923;CP098659
2257489923;CP098660
2257489923;CP098661
2257489923;CP098662
2257489923;CP098663
2257489923;CP098664
2257489923;CP098665
2257489923;CP098666
2257489923;CP098667
2257489923;CP098668
2257489923;CP098669
2257489923;CP098670
2257489923;CP098671
2257489923;CP098672
2257489923;CP098673
2257489923;CP098674
2257489923;CP098675
2257489923;CP098676
2257489923;CP098677
2257489923;CP098678
2257489923;CP098679
2257489923;CP098680
2257489923;CP098681
2257489923;CP098682
2257489923;CP098683
2257489923;CP098684
2257489923;CP098685
2257489923;CP098686
2257489923;CP098687
2257489923;CP098688
2257489923;CP098689
2257489923;CP098690
2257489923;CP098691
2257489923;CP098692
2257489923;CP098693
2257489923;CP098694
2257489923;CP098695
2257489923;CP098696
2257489923;CP098697
2257489923;CP098698
2257489923;CP098699
2257489923;CP098100
2257489923;CP098101
2257489923;CP098102
2257489923;CP098103
2257489923;CP098104
2257489923;CP098105
2257489923;CP098106
2257489923;CP098107
2257489923;CP098108
2257489923;CP098109
2257489923;CP098110
2257489923;CP098111
2257489923;CP098112
2257489923;CP098113
2257489923;CP098114
2257489923;CP098115
2257489923;CP098116
2257489923;CP098117
2257489923;CP098118
2257489923;CP098119
2257489923;CP098120
2257489923;CP098121
2257489923;CP098122
2257489923;CP098123
2257489923;CP098124
2257489923;CP098125
2257489923;CP098126
2257489923;CP098127
2257489923;CP098128
2257489923;CP098129
2257489923;CP098130
2257489923;CP098131
2257489923;CP098132
2257489923;CP098133
2257489923;CP098134
2257489923;CP098135
2257489923;CP098136
2257489923;CP098137
2257489923;CP098138
2257489923;CP098139
2257489923;CP098140
2257489923;CP098141
2257489923;CP098142
2257489923;CP098143
2257489923;CP098144
2257489923;CP098145
2257489923;CP098146
2257489923;CP098147
2257489923;CP098148
2257489923;CP098149
2257489923;CP098150
2257489923;CP098151
2257489923;CP098152
2257489923;CP098153
2257489923;CP098154
2257489923;CP098155
2257489923;CP098156
2257489923;CP098157
2257489923;CP098158
2257489923;CP098159
2257489923;CP098160
2257489923;CP098161
2257489923;CP098162
2257489923;CP098163
2257489923;CP098164
2257489923;CP098165
2257489923;CP098166
2257489923;CP098167
2257489923;CP098168
2257489923;CP098169
2257489923;CP098170
2257489923;CP098171
2257489923;CP098172
2257489923;CP098173
2257489923;CP098174
2257489923;CP098175
2257489923;CP098176
2257489923;CP098177
2257489923;CP098178
2257489923;CP098179
2257489923;CP098180
2257489923;CP098181
2257489923;CP098182
2257489923;CP098183
2257489923;CP098184
2257489923;CP098185
2257489923;CP098186
2257489923;CP098187
2257489923;CP098188
2257489923;CP098189
2257489923;CP098190
2257489923;CP098191
2257489923;CP098192
2257489923;CP098193
2257489923;CP098194
2257489923;CP098195
2257489923;CP098196
2257489923;CP098197
2257489923;CP098198
2257489923;CP098199
2257489923;CP098200
2257489923;CP098201
2257489923;CP098202
2257489923;CP098203
2257489923;CP098204
2257489923;CP098205
2257489923;CP098206
2257489923;CP098207
2257489923;CP098208
2257489923;CP098209
2257489923;CP098210
2257489923;CP098211
2257489923;CP098212
2257489923;CP098213
2257489923;CP098214
2257489923;CP098215
2257489923;CP098216
2257489923;CP098217
2257489923;CP098218
2257489923;CP098219
2257489923;CP098220
2257489923;CP098221
2257489923;CP098222
2257489923;CP098223
2257489923;CP098224
2257489923;CP098225
2257489923;CP098226
2257489923;CP098227
2257489923;CP098228
2257489923;CP098229
2257489923;CP098230
2257489923;CP098231
2257489923;CP098232
2257489923;CP098233
2257489923;CP098234
2257489923;CP098235
2257489923;CP098236
2257489923;CP098237
2257489923;CP098238
2257489923;CP098239
2257489923;CP098240
2257489923;CP098241
2257489923;CP098242
2257489923;CP098243
2257489923;CP098244
2257489923;CP098245
2257489923;CP098246
2257489923;CP098247
2255981629;CAKMAG010000001
2255981629;CAKMAG010000002
2255981629;CAKMAG010000003
2255981629;CAKMAG010000004
2255981629;CAKMAG010000005
2255981629;CAKMAG010000006
2255981629;CAKMAG010000007
2255981629;CAKMAG010000008
2255981629;CAKMAG010000009
2255981629;CAKMAG010000010
2255981629;CAKMAG010000011
2255981629;CAKMAG010000012
2255981629;CAKMAG010000013
2255981629;CAKMAG010000014
2255981629;CAKMAG010000015
2255981629;CAKMAG010000016
2255981629;CAKMAG010000017
2255981629;CAKMAG010000018
2255981629;CAKMAG010000019
2255981629;CAKMAG010000020
2255981629;CAKMAG010000021
2255981629;CAKMAG010000022
2255981629;CAKMAG010000023
2255981629;CAKMAG010000024
2255981629;CAKMAG010000025
2255981629;CAKMAG010000026
2255981629;CAKMAG010000027
2255981629;CAKMAG010000028
2255981629;CAKMAG010000029
2255981629;CAKMAG010000030
2255981629;CAKMAG010000031
2255981629;CAKMAG010000032
2255981629;CAKMAG010000033
2255981629;CAKMAG010000034
2255981629;CAKMAG010000035
2255981629;CAKMAG010000036
2255981629;CAKMAG010000037
2255981629;CAKMAG010000038
2255981629;CAKMAG010000039
2255981629;CAKMAG010000040
2255981629;CAKMAG010000041
2255981629;CAKMAG010000042
2255981629;CAKMAG010000043
2255981629;CAKMAG010000044
2255981629;CAKMAG010000045
2255981629;CAKMAG010000046
2255981629;CAKMAG010000047
2255981629;CAKMAG010000048
2255981629;CAKMAG010000049
2255981629;CAKMAG010000050
2255981629;CAKMAG010000051
2255981629;CAKMAG010000052
2255981629;CAKMAG010000053
2255981629;CAKMAG010000054
2255981629;CAKMAG010000055
2255981629;CAKMAG010000056
2255981629;CAKMAG010000057
2255981629;CAKMAG010000058
2255981629;CAKMAG010000059
2255981629;CAKMAG010000060
2255981629;CAKMAG010000061
2255981629;CAKMAG010000062
2255981629;CAKMAG010000063
2255981629;CAKMAG010000064
2255981629;CAKMAG010000065
2255981629;CAKMAG010000066
2255981629;CAKMAG010000067
2255981629;CAKMAG010000068
2255981629;CAKMAG010000069
2255981629;CAKMAG010000070
2255981629;CAKMAG010000071
2255981629;CAKMAG010000072
2255981629;CAKMAG010000073
2255981629;CAKMAG010000074
2255981629;CAKMAG010000075
2255981629;CAKMAG010000076
2255981629;CAKMAG010000077
2255981629;CAKMAG010000078
2255981629;CAKMAG010000079
2255981629;CAKMAG010000080
2255981629;CAKMAG010000081
2255981629;CAKMAG010000082
2255981629;CAKMAG010000083
2255981629;CAKMAG010000084
2255981629;CAKMAG010000085
2255981629;CAKMAG010000086
2255981629;CAKMAG010000087
2255981629;CAKMAG010000088
2255981629;CAKMAG010000089
2255981629;CAKMAG010000090
2255981629;CAKMAG010000091
2255981629;CAKMAG010000092
2255981629;CAKMAG010000093
2255981629;CAKMAG010000094
2255981629;CAKMAG010000095
2255981629;CAKMAG010000096
2255981629;CAKMAG010000097
2255981629;CAKMAG010000098
2255981629;CAKMAG010000099
2255981629;CAKMAG010000100
2255981629;CAKMAG010000101
2255981629;CAKMAG010000102
2255981629;CAKMAG010000103
2255981629;CAKMAG010000104
2255981629;CAKMAG010000105
2255981629;CAKMAG010000106
2255981629;CAKMAG010000107
2255981629;CAKMAG010000108
2255981629;CAKMAG010000109
2255981629;CAKMAG010000110
2255981629;CAKMAG010000111
2255981629;CAKMAG010000112
2255981629;CAKMAG010000113
2255981629;CAKMAG010000114
2255981629;CAKMAG010000115
2255981629;CAKMAG010000116
2255981629;CAKMAG010000117
2255981629;CAKMAG010000118
2255981629;CAKMAG010000119
2255981629;CAKMAG010000120
2255981629;CAKMAG010000121
2255981629;CAKMAG010000122
2255981629;CAKMAG010000123
2255981629;CAKMAG010000124
2255981629;CAKMAG010000125
2255981629;CAKMAG010000126
2255981629;CAKMAG010000127
2255981629;CAKMAG010000128
2255981629;CAKMAG010000129
2255981629;CAKMAG010000130
2255981629;CAKMAG010000131
2255981629;CAKMAG010000132
2255981629;CAKMAG010000133
2255981629;CAKMAG010000134
2255981629;CAKMAG010000135
2255981629;CAKMAG010000136
2255981629;CAKMAG010000137
2255981629;CAKMAG010000138
2255981629;CAKMAG010000139
2255981629;CAKMAG010000140
2255981629;CAKMAG010000141
2255981629;CAKMAG010000142
2255981629;CAKMAG010000143
2255981629;CAKMAG010000144
2255981629;CAKMAG010000145
2255981629;CAKMAG010000146
2255981629;CAKMAG010000147
2255981629;CAKMAG010000148
2255981629;CAKMAG010000149
2255981629;CAKMAG010000150
2255981629;CAKMAG010000151
2255981629;CAKMAG010000152
2255981629;CAKMAG010000153
2255981629;CAKMAG010000154
2255981629;CAKMAG010000155
2255981629;CAKMAG010000156
2255981629;CAKMAG010000157
2255981629;CAKMAG010000158
2255981629;CAKMAG010000159
2255981629;CAKMAG010000160
2255981629;CAKMAG010000161
2255981629;CAKMAG010000162
2255981629;CAKMAG010000163
2255981629;CAKMAG010000164
2255981629;CAKMAG010000165
2255981629;CAKMAG010000166
2255981629;CAKMAG010000167
2255981629;CAKMAG010000168
2255981629;CAKMAG010000169
2255981629;CAKMAG010000170
2255981629;CAKMAG010000171
2255981629;CAKMAG010000172
2255981629;CAKMAG010000173
2255981629;CAKMAG010000174
2255981629;CAKMAG010000175
2255981629;CAKMAG010000176
2255981629;CAKMAG010000177
2255981629;CAKMAG010000178
2255981629;CAKMAG010000179
2255981629;CAKMAG010000180
2255981629;CAKMAG010000181
2255981629;CAKMAG010000182
2255981629;CAKMAG010000183
2255981629;CAKMAG010000184
2255981629;CAKMAG010000185
2255981629;CAKMAG010000186
2255981629;CAKMAG010000187
2255981629;CAKMAG010000188
2255981629;CAKMAG010000189
2255981629;CAKMAG010000190
2255981629;CAKMAG010000191
2255981629;CAKMAG010000192
2255981629;CAKMAG010000193
2255981629;CAKMAG010000194
2255981629;CAKMAG010000195
2255981629;CAKMAG010000196
2255981629;CAKMAG010000197
2255981629;CAKMAG010000198
2255981629;CAKMAG010000199
2255981629;CAKMAG010000200
2255981629;CAKMAG010000201
2255981629;CAKMAG010000202
2255981629;CAKMAG010000203
2255981629;CAKMAG010000204
2255981629;CAKMAG010000205
2255981629;CAKMAG010000206
2255981629;CAKMAG010000207
2255981629;CAKMAG010000208
2255981629;CAKMAG010000209
2255981629;CAKMAG010000210
2255981629;CAKMAG010000211
2255981629;CAKMAG010000212
2255981629;CAKMAG010000213
2255981629;CAKMAG010000214
2255981629;CAKMAG010000215
2255981629;CAKMAG010000216
2255981629;CAKMAG010000217
2255981629;CAKMAG010000218
2255981629;CAKMAG010000219
2255981629;CAKMAG010000220
2255981629;CAKMAG010000221
2255981629;CAKMAG010000222
2255981629;CAKMAG010000223
2255981629;CAKMAG010000224
2255981629;CAKMAG010000225
2255981629;CAKMAG010000226
2255981629;CAKMAG010000227
2255981629;CAKMAG010000228
2255981629;CAKMAG010000229
2255981629;CAKMAG010000230
2255981629;CAKMAG010000231
2255981629;CAKMAG010000232
2255981629;CAKMAG010000233
2255981629;CAKMAG010000234
2255981629;CAKMAG010000235
2255981629;CAKMAG010000236
2255981629;CAKMAG010000237
2255981629;CAKMAG010000238
2255981629;CAKMAG010000239
2255981629;CAKMAG010000240
2255981629;CAKMAG010000241
2255981629;CAKMAG010000242
2255981629;CAKMAG010000243
2255981629;CAKMAG010000244
2255981629;CAKMAG010000245
2255981629;CAKMAG010000246
2255981629;CAKMAG010000247
2255981629;CAKMAG010000248
2255981629;CAKMAG010000249
2255981629;CAKMAG010000250
2255981629;CAKMAG010000251
2255981629;CAKMAG010000252
2255981629;CAKMAG010000253
2255981629;CAKMAG010000254
2255981629;CAKMAG010000255
2255981629;CAKMAG010000256
2255981629;CAKMAG010000257
2255981629;CAKMAG010000258
2255981629;CAKMAG010000259
2255981629;CAKMAG010000260
2255981629;CAKMAG010000261
2255981629;CAKMAG010000262
2255981629;CAKMAG010000263
2255981629;CAKMAG010000264
2255981629;CAKMAG010000265
2255981629;CAKMAG010000266
2255981629;CAKMAG010000267
2255981629;CAKMAG010000268
2255981629;CAKMAG010000269
2255981629;CAKMAG010000270
2255981629;CAKMAG010000271
2255981629;CAKMAG010000272
2255981629;CAKMAG010000273
2255981629;CAKMAG010000274
2255981629;CAKMAG010000275
2255981629;CAKMAG010000276
2255981629;CAKMAG010000277
2255981629;CAKMAG010000278
2255981629;CAKMAG010000279
2255981629;CAKMAG010000280
2255981629;CAKMAG010000281
2255981629;CAKMAG010000282
2255981629;CAKMAG010000283
2255981629;CAKMAG010000284
2255981629;CAKMAG010000285
2255981629;CAKMAG010000286
2255981629;CAKMAG010000287
2255981629;CAKMAG010000288
2255981629;CAKMAG010000289
2255981629;CAKMAG010000290
2255981629;CAKMAG010000291
2255981629;CAKMAG010000292
2255981629;CAKMAG010000293
2255981629;CAKMAG010000294
2255981629;CAKMAG010000295
2255981629;CAKMAG010000296
2255981629;CAKMAG010000297
2255981629;CAKMAG010000298
2255981629;CAKMAG010000299
2255981629;CAKMAG010000300
2255981629;CAKMAG010000301
2255981629;CAKMAG010000302
2255981629;CAKMAG010000303
2255981629;CAKMAG010000304
2255981629;CAKMAG010000305
2255981629;CAKMAG010000306
2255981629;CAKMAG010000307
2255981629;CAKMAG010000308
2255981629;CAKMAG010000309
2255981629;CAKMAG010000310
2255981629;CAKMAG010000311
2255981629;CAKMAG010000312
2255981629;CAKMAG010000313
2255981629;CAKMAG010000314
2255981629;CAKMAG010000315
2255981629;CAKMAG010000316
2255981629;CAKMAG010000317
2255981629;CAKMAG010000318
2255981629;CAKMAG010000319
2255981629;CAKMAG010000320
2255981629;CAKMAG010000321
2255981629;CAKMAG010000322
2255981629;CAKMAG010000323
2255981629;CAKMAG010000324
2255981629;CAKMAG010000325
2255981629;CAKMAG010000326
2255981629;CAKMAG010000327
2255981629;CAKMAG010000328
2255981629;CAKMAG010000329
2255981629;CAKMAG010000330
2255981629;CAKMAG010000331
2255981629;CAKMAG010000332
2255981629;CAKMAG010000333
2255981629;CAKMAG010000334
2255981629;CAKMAG010000335
2255981629;CAKMAG010000336
2255981629;CAKMAG010000337
2255981629;CAKMAG010000338
2255981629;CAKMAG010000339
2255981629;CAKMAG010000340
2255981629;CAKMAG010000341
2255981629;CAKMAG010000342
2255981629;CAKMAG010000343
2255981629;CAKMAG010000344
2255981629;CAKMAG010000345
2255981629;CAKMAG010000346
2255981629;CAKMAG010000347
2255981629;CAKMAG010000348
2255981629;CAKMAG010000349
2255981629;CAKMAG010000350
2255981629;CAKMAG010000351
2255981629;CAKMAG010000352
2255981629;CAKMAG010000353
2255981629;CAKMAG010000354
2255981629;CAKMAG010000355
2255981629;CAKMAG010000356
2255981629;CAKMAG010000357
2255981629;CAKMAG010000358
2255981629;CAKMAG010000359
2255981629;CAKMAG010000360
2255981629;CAKMAG010000361
2255981629;CAKMAG010000362
2255981629;CAKMAG010000363
2255981629;CAKMAG010000364
2255981629;CAKMAG010000365
2255981629;CAKMAG010000366
2255981629;CAKMAG010000367
2255981629;CAKMAG010000368
2255981629;CAKMAG010000369
2255981629;CAKMAG010000370
2255981629;CAKMAG010000371
2255981629;CAKMAG010000372
2255981629;CAKMAG010000373
2255981629;CAKMAG010000374
2255981629;CAKMAG010000375
2255981629;CAKMAG010000376
2255981629;CAKMAG010000377
2255981629;CAKMAG010000378
2255981629;CAKMAG010000379
2255981629;CAKMAG010000380
2255981629;CAKMAG010000381
2255981629;CAKMAG010000382
2255981629;CAKMAG010000383
2255981629;CAKMAG010000384
2255981629;CAKMAG010000385
2255981629;CAKMAG010000386
2255981629;CAKMAG010000387
2255981629;CAKMAG010000388
2255981629;CAKMAG010000389
2255981629;CAKMAG010000390
2255981629;CAKMAG010000391
2255981629;CAKMAG010000392
2255981629;CAKMAG010000393
2255981629;CAKMAG010000394
2255981629;CAKMAG010000395
2255981629;CAKMAG010000396
2255981629;CAKMAG010000397
2255981629;CAKMAG010000398
2255981629;CAKMAG010000399
2255981629;CAKMAG010000400
2255981629;CAKMAG010000401
2255981629;CAKMAG010000402
2255981629;CAKMAG010000403
2255981629;CAKMAG010000404
2255981629;CAKMAG010000405
2255981629;CAKMAG010000406
2255981629;CAKMAG010000407
2255981629;CAKMAG010000408
2255981629;CAKMAG010000409
2255981629;CAKMAG010000410
2255981629;CAKMAG010000411
2255981629;CAKMAG010000412
2255981629;CAKMAG010000413
2255981629;CAKMAG010000414
2255981629;CAKMAG010000415
2255981629;CAKMAG010000416
2255981629;CAKMAG010000417
2255981629;CAKMAG010000418
2255981629;CAKMAG010000419
2255981629;CAKMAG010000420
2255981629;CAKMAG010000421
2255981629;CAKMAG010000422
2255981629;CAKMAG010000423
2255981629;CAKMAG010000424
2255981629;CAKMAG010000425
2255981629;CAKMAG010000426
2255981629;CAKMAG010000427
2255981629;CAKMAG010000428
2255981629;CAKMAG010000429
2255981629;CAKMAG010000430
2255981629;CAKMAG010000431
2255981629;CAKMAG010000432
2255981629;CAKMAG010000433
2255981629;CAKMAG010000434
2255981629;CAKMAG010000435
2255981629;CAKMAG010000436
2255981629;CAKMAG010000437
2255981629;CAKMAG010000438
2255981629;CAKMAG010000439
2255981629;CAKMAG010000440
2255981629;CAKMAG010000441
2255981629;CAKMAG010000442
2255981629;CAKMAG010000443
2255981629;CAKMAG010000444
2255981629;CAKMAG010000445
2255981629;CAKMAG010000446
2255981629;CAKMAG010000447
2255981629;CAKMAG010000448
2255981629;CAKMAG010000449
2255981629;CAKMAG010000450
2255981629;CAKMAG010000451
2255981629;CAKMAG010000452
2255981629;CAKMAG010000453
2255981629;CAKMAG010000454
2255981629;CAKMAG010000455
2255981629;CAKMAG010000456
2255981629;CAKMAG010000457
2255981629;CAKMAG010000458
2255981629;CAKMAG010000459
2255981629;CAKMAG010000460
2255981629;CAKMAG010000461
2255981629;CAKMAG010000462
2255981629;CAKMAG010000463
2255981629;CAKMAG010000464
2255981629;CAKMAG010000465
2255981629;CAKMAG010000466
2255981629;CAKMAG010000467
2255981629;CAKMAG010000468
2255981629;CAKMAG010000469
2255981629;CAKMAG010000470
2255981629;CAKMAG010000471
2255981629;CAKMAG010000472
2255981629;CAKMAG010000473
2255981629;CAKMAG010000474
2255981629;CAKMAG010000475
2255981629;CAKMAG010000476
2255981629;CAKMAG010000477
2255981629;CAKMAG010000478
2255981629;CAKMAG010000479
2255981629;CAKMAG010000480
2255981629;CAKMAG010000481
2255981629;CAKMAG010000482
2255981629;CAKMAG010000483
2255981629;CAKMAG010000484
2255981629;CAKMAG010000485
2255981629;CAKMAG010000486
2255981629;CAKMAG010000487
2255981629;CAKMAG010000488
2255981629;CAKMAG010000489
2255981629;CAKMAG010000490
2255981629;CAKMAG010000491
2255981629;CAKMAG010000492
2255981629;CAKMAG010000493
2254302069;JAMAXW000000001
2254302069;JAMAXW000000002
2254302069;JAMAXW000000003
2254302069;JAMAXW000000004
2254302069;JAMAXW000000005
2254302069;JAMAXW000000006
2254302069;JAMAXW000000007
2254302069;JAMAXW000000008
2254302069;JAMAXW000000009
2254302069;JAMAXW000000010
2254302069;JAMAXW000000011
2254302069;JAMAXW000000012
2254302069;JAMAXW000000013
2254302069;JAMAXW000000014
2254302069;JAMAXW000000015
2254302069;JAMAXW000000016
2254302069;JAMAXW000000017
2254302069;JAMAXW000000018
2254302069;JAMAXW000000019
2254302069;JAMAXW000000020
2254302069;JAMAXW000000021
2254302069;JAMAXW000000022
2254302069;JAMAXW000000023
2254302069;JAMAXW000000024
2254302069;JAMAXW000000025
2254302069;JAMAXW000000026
2254302069;JAMAXW000000027
2254302069;JAMAXW000000028
2254302069;JAMAXW000000029
2254302069;JAMAXW000000030
2254302069;JAMAXW000000031
2254302069;JAMAXW000000032
2254302069;JAMAXW000000033
2254302069;JAMAXW000000034
2254302069;JAMAXW000000035
2254302069;JAMAXW000000036
2254302069;JAMAXW000000037
2254302069;JAMAXW000000038
2254302069;JAMAXW000000039
2254302069;JAMAXW000000040
2254302069;JAMAXW000000041
2254302069;JAMAXW000000042
2254302069;JAMAXW000000043
2254302069;JAMAXW000000044
2254302069;JAMAXW000000045
2254302069;JAMAXW000000046
2254302069;JAMAXW000000047
2254302069;JAMAXW000000048
2254302069;JAMAXW000000049
2254302069;JAMAXW000000050
2254302069;JAMAXW000000051
2254302069;JAMAXW000000052
2254302069;JAMAXW000000053
2254302069;JAMAXW000000054
2254302069;JAMAXW000000055
2254302069;JAMAXW000000056
2254302069;JAMAXW000000057
2254302069;JAMAXW000000058
2254302069;JAMAXW000000059
2254302069;JAMAXW000000060
2254302069;JAMAXW000000061
2254302069;JAMAXW000000062
2254302069;JAMAXW000000063
2254302069;JAMAXW000000064
2254302069;JAMAXW000000065
2254302069;JAMAXW000000066
2254302069;JAMAXW000000067
2254302069;JAMAXW000000068
2254302069;JAMAXW000000069
2254302069;JAMAXW000000070
2254302069;JAMAXW000000071
2254302069;JAMAXW000000072
2254302069;JAMAXW000000073
2254302069;JAMAXW000000074
2254302069;JAMAXW000000075
2254302069;JAMAXW000000076
2254302069;JAMAXW000000077
2254302069;JAMAXW000000078
2176834170;JAJAGM000000001
2176834170;JAJAGM000000002
2176834170;JAJAGM000000003
2176834170;JAJAGM000000004
2176827910;JAJAGN000000001
2176827910;JAJAGN000000002
2176827910;JAJAGN000000003
2176827910;JAJAGN000000004
2176827910;JAJAGN000000005
2176827910;JAJAGN000000006
2176827910;JAJAGN000000007
2176827910;JAJAGN000000008
2176827910;JAJAGN000000009
2176827910;JAJAGN000000010
2176827910;JAJAGN000000011
2176841495;JAJAGL000000001
2176841495;JAJAGL000000002
2174351146;JAHCQB000000001
2174351146;JAHCQB000000002
2174351146;JAHCQB000000003
2174351146;JAHCQB000000004
2174351146;JAHCQB000000005
2174351146;JAHCQB000000006
2174351146;JAHCQB000000007
2174351146;JAHCQB000000008
2174351146;JAHCQB000000009
2174351146;JAHCQB000000010
2174351146;JAHCQB000000011
2174351146;JAHCQB000000012
2174351146;JAHCQB000000013
2174351146;JAHCQB000000014
2174351146;JAHCQB000000015
2174351146;JAHCQB000000016
2174351146;JAHCQB000000017
2174351146;JAHCQB000000018
2174351146;JAHCQB000000019
2174351146;JAHCQB000000020
2174351146;JAHCQB000000021
2174351146;JAHCQB000000022
2174351146;JAHCQB000000023
2174351146;JAHCQB000000024
2174351146;JAHCQB000000025
2174351146;JAHCQB000000026
2174351146;JAHCQB000000027
2174351146;JAHCQB000000028
2167486047;JAIBNP000000001
2167486047;JAIBNP000000002
2167486047;JAIBNP000000003
2167486047;JAIBNP000000004
2167486047;JAIBNP000000005
2167486047;JAIBNP000000006
2167486047;JAIBNP000000007
2167486047;JAIBNP000000008
2167486047;JAIBNP000000009
2167486047;JAIBNP000000010
2167486047;JAIBNP000000011
2167486047;JAIBNP000000012
2167486047;JAIBNP000000013
2167486047;JAIBNP000000014
2167486047;JAIBNP000000015
2167486047;JAIBNP000000016
2167486047;JAIBNP000000017
2167486047;JAIBNP000000018
2167486047;JAIBNP000000019
